x-axis,1,2,3,4
-4.332500E-03,+1.487491245E+00,-37.569734E-03,+42.712893E-03,-12.050210E-03
-4.330000E-03,+1.506276112E+00,+59.361923E-03,-175.209003E-03,-18.441423E-03
-4.327500E-03,+1.484004495E+00,+22.402370E-03,-29.637177E-03,-13.389122E-03
-4.325000E-03,+1.472803310E+00,-14.557182E-03,-251.045823E-03,-12.923641E-03
-4.322500E-03,+1.513990547E+00,+0.0E+00,+418.410242E-03,-10.402720E-03
-4.320000E-03,+1.506276112E+00,-21.530683E-03,-705.195055E-03,-10.280684E-03
-4.317500E-03,+1.472803310E+00,+0.0E+00,-251.045823E-03,-6.539400E-03
-4.315000E-03,+1.525496823E+00,+28.504183E-03,-251.045823E-03,-13.587867E-03
-4.312500E-03,+1.507017046E+00,+0.0E+00,+418.410242E-03,-14.757671E-03
-4.310000E-03,+1.524014954E+00,+0.0E+00,-251.045823E-03,-13.228731E-03
-4.307500E-03,+1.509021928E+00,-61.453973E-03,+308.577606E-03,-14.728034E-03
-4.305000E-03,+1.497297730E+00,-24.494421E-03,-6.101612E-03,-14.858787E-03
-4.302500E-03,+1.560756585E+00,-12.465132E-03,-126.394499E-03,-10.711297E-03
-4.300000E-03,+1.522227994E+00,+0.0E+00,-251.045823E-03,-12.400628E-03
-4.297500E-03,+1.530029598E+00,+0.0E+00,+418.410242E-03,-13.172943E-03
-4.295000E-03,+1.506276112E+00,+0.0E+00,+312.936044E-03,-9.794282E-03
-4.292500E-03,+1.526542848E+00,-40.533472E-03,-392.259212E-03,-10.146444E-03
-4.290000E-03,+1.537961955E+00,+3.573919E-03,-251.045823E-03,-9.443864E-03
-4.287500E-03,+1.539748915E+00,-33.559971E-03,+418.410242E-03,-12.721409E-03
-4.285000E-03,+1.506276112E+00,-66.945605E-03,-251.045823E-03,-13.253138E-03
-4.282500E-03,+1.506276112E+00,-26.586471E-03,+152.545528E-03,-13.645398E-03
-4.280000E-03,+1.477989851E+00,+0.0E+00,-251.045823E-03,-13.690726E-03
-4.277500E-03,+1.529942429E+00,+0.0E+00,+222.280535E-03,-17.013599E-03
-4.275000E-03,+1.481476601E+00,+66.945605E-03,+418.410242E-03,-11.356346E-03
-4.272500E-03,+1.512595847E+00,-12.639470E-03,-251.045823E-03,-9.877964E-03
-4.270000E-03,+1.472803310E+00,+0.0E+00,-7.844987E-03,-12.902720E-03
-4.267500E-03,+1.506276112E+00,-66.945605E-03,-863.842195E-03,-17.292539E-03
-4.265000E-03,+1.488450101E+00,+0.0E+00,+61.890020E-03,-17.405858E-03
-4.262500E-03,+1.538441383E+00,-1.307531E-03,-251.045823E-03,-16.040795E-03
-4.260000E-03,+1.511070394E+00,-28.678521E-03,-251.045823E-03,-13.007323E-03
-4.257500E-03,+1.539748915E+00,+0.0E+00,-168.235503E-03,-17.240238E-03
-4.255000E-03,+1.517128622E+00,-21.705020E-03,-33.995615E-03,-12.955021E-03
-4.252500E-03,+1.539748915E+00,-51.691073E-03,+265.864914E-03,-19.897141E-03
-4.250000E-03,+1.480169069E+00,+52.214085E-03,-251.045823E-03,-17.860879E-03
-4.247500E-03,+1.528634898E+00,+0.0E+00,+196.129908E-03,-16.511507E-03
-4.245000E-03,+1.539748915E+00,+0.0E+00,-328.626018E-03,-12.923641E-03
-4.242500E-03,+1.491675345E+00,+0.0E+00,-251.045823E-03,-12.634240E-03
-4.240000E-03,+1.538964396E+00,+784.519E-06,-912.656699E-03,-10.711297E-03
-4.237500E-03,+1.508978343E+00,+0.0E+00,+110.704524E-03,-14.619945E-03
-4.235000E-03,+1.512465094E+00,+0.0E+00,-189.156005E-03,-13.265342E-03
-4.232500E-03,+1.518174647E+00,+0.0E+00,-13.075113E-03,-14.252092E-03
-4.230000E-03,+1.472803310E+00,+0.0E+00,-119.420998E-03,-14.991284E-03
-4.227500E-03,+1.481215095E+00,-50.122035E-03,+250.174538E-03,-16.732915E-03
-4.225000E-03,+1.519612932E+00,+20.135983E-03,-251.045823E-03,-13.117155E-03
-4.222500E-03,+1.482653379E+00,+0.0E+00,-349.546520E-03,-9.766388E-03
-4.220000E-03,+1.539748915E+00,+0.0E+00,+20.049016E-03,-9.117852E-03
-4.217500E-03,+1.538310630E+00,-64.069036E-03,+418.410242E-03,-13.389122E-03
-4.215000E-03,+1.522097241E+00,+34.082984E-03,-591.875668E-03,-10.054045E-03
-4.212500E-03,+1.506276112E+00,+0.0E+00,-251.045823E-03,-11.039052E-03
-4.210000E-03,+1.498692430E+00,+0.0E+00,-251.045823E-03,-12.871339E-03
-4.207500E-03,+1.478338526E+00,-11.070432E-03,-251.045823E-03,-9.361925E-03
-4.205000E-03,+1.525191732E+00,+0.0E+00,-251.045823E-03,-9.925035E-03
-4.202500E-03,+1.548770881E+00,+0.0E+00,+237.970912E-03,-11.689331E-03
-4.200000E-03,+1.527806795E+00,+0.0E+00,-131.624624E-03,-9.994770E-03
-4.197500E-03,+1.514731481E+00,+0.0E+00,-871.486E-06,-12.550558E-03
-4.195000E-03,+1.534780295E+00,+0.0E+00,-251.045823E-03,-6.793933E-03
-4.192500E-03,+1.506276112E+00,+0.0E+00,-251.045823E-03,-13.448396E-03
-4.190000E-03,+1.507278553E+00,-64.940724E-03,+398.361427E-03,-9.412483E-03
-4.187500E-03,+1.525758329E+00,+0.0E+00,+418.410242E-03,-11.610879E-03
-4.185000E-03,+1.477292501E+00,+0.0E+00,-251.045823E-03,-13.389122E-03
-4.182500E-03,+1.516779947E+00,+24.930264E-03,+208.333534E-03,-12.968968E-03
-4.180000E-03,+1.506276112E+00,+0.0E+00,-251.045823E-03,-13.389122E-03
-4.177500E-03,+1.493854564E+00,+14.034170E-03,-251.045823E-03,-15.786263E-03
-4.175000E-03,+1.551211606E+00,+0.0E+00,-251.045823E-03,-12.894003E-03
-4.172500E-03,+1.506276112E+00,+0.0E+00,-920.501888E-03,-15.784519E-03
-4.170000E-03,+1.539748915E+00,-37.046722E-03,-251.045823E-03,-13.389122E-03
-4.167500E-03,+1.506276112E+00,+0.0E+00,-250.174135E-03,-13.392608E-03
-4.165000E-03,+1.521312723E+00,-30.073221E-03,-251.045823E-03,-11.448745E-03
-4.162500E-03,+1.509719278E+00,+0.0E+00,-251.045823E-03,-11.262204E-03
-4.160000E-03,+1.517825972E+00,-66.945605E-03,-251.045823E-03,-13.342051E-03
-4.157500E-03,+1.559361885E+00,-53.085773E-03,-112.447497E-03,-13.389122E-03
-4.155000E-03,+1.514339222E+00,+34.693165E-03,-251.045823E-03,-15.050558E-03
-4.152500E-03,+1.539748915E+00,-20.833333E-03,-503.835223E-03,-15.233613E-03
-4.150000E-03,+1.472803310E+00,-9.152719E-03,-251.045823E-03,-10.470712E-03
-4.147500E-03,+1.481040757E+00,+0.0E+00,+140.341902E-03,-16.520224E-03
-4.145000E-03,+1.537569696E+00,-64.766386E-03,-251.045823E-03,-9.459554E-03
-4.142500E-03,+1.524973810E+00,+0.0E+00,-251.045823E-03,-9.963389E-03
-4.140000E-03,+1.506276112E+00,-4.794282E-03,-298.988640E-03,-10.903069E-03
-4.137500E-03,+1.493680227E+00,-66.945605E-03,+166.492530E-03,-12.726639E-03
-4.135000E-03,+1.539748915E+00,+0.0E+00,-133.367999E-03,-16.066946E-03
-4.132500E-03,+1.530639779E+00,-48.727335E-03,-68.863118E-03,-13.999303E-03
-4.130000E-03,+1.530378273E+00,+18.741283E-03,+230.997411E-03,-11.246514E-03
-4.127500E-03,+1.472803310E+00,+0.0E+00,-251.045823E-03,-11.600419E-03
-4.125000E-03,+1.519133504E+00,+0.0E+00,+161.262404E-03,-12.874826E-03
-4.122500E-03,+1.539748915E+00,-62.674336E-03,+375.697550E-03,-13.303696E-03
-4.120000E-03,+1.506276112E+00,-66.945605E-03,-593.619044E-03,-16.035565E-03
-4.117500E-03,+1.504924996E+00,+2.702231E-03,+364.365612E-03,-16.229080E-03
-4.115000E-03,+1.526107004E+00,+0.0E+00,-251.045823E-03,-16.314505E-03
-4.112500E-03,+1.534911049E+00,-9.675732E-03,-154.288501E-03,-14.147490E-03
-4.110000E-03,+1.506276112E+00,+0.0E+00,+418.410242E-03,-12.576709E-03
-4.107500E-03,+1.539748915E+00,-50.296373E-03,-84.553495E-03,-9.705370E-03
-4.105000E-03,+1.479471719E+00,+0.0E+00,-117.677623E-03,-13.122385E-03
-4.102500E-03,+1.496426043E+00,-23.622733E-03,-684.274553E-03,-15.988494E-03
-4.100000E-03,+1.509457772E+00,+6.363319E-03,-251.045823E-03,-13.007323E-03
-4.097500E-03,+1.506276112E+00,+0.0E+00,+112.447900E-03,-11.935147E-03
-4.095000E-03,+1.472803310E+00,+0.0E+00,+418.410242E-03,-12.062413E-03
-4.092500E-03,+1.525060979E+00,+0.0E+00,+418.410242E-03,-9.372385E-03
-4.090000E-03,+1.506276112E+00,+7.583682E-03,-251.045823E-03,-13.692469E-03
-4.087500E-03,+1.517477297E+00,+0.0E+00,-251.045823E-03,-11.596932E-03
-4.085000E-03,+1.498997521E+00,-66.945605E-03,+272.838415E-03,-13.854603E-03
-4.082500E-03,+1.488232179E+00,+0.0E+00,+264.121539E-03,-14.728034E-03
-4.080000E-03,+1.528983573E+00,-45.414922E-03,+203.103408E-03,-15.252790E-03
-4.077500E-03,+1.539748915E+00,+0.0E+00,-166.492127E-03,-10.373083E-03
-4.075000E-03,+1.525496823E+00,+28.504183E-03,+133.368402E-03,-11.480126E-03
-4.072500E-03,+1.507017046E+00,+0.0E+00,-905.683199E-03,-10.740935E-03
-4.070000E-03,+1.488537270E+00,+0.0E+00,-251.045823E-03,-13.938285E-03
-4.067500E-03,+1.511767744E+00,+5.491632E-03,-251.045823E-03,-6.804394E-03
-4.065000E-03,+1.506276112E+00,-42.451184E-03,-430.613465E-03,-12.899233E-03
-4.062500E-03,+1.545981481E+00,+0.0E+00,+293.758917E-03,-11.052999E-03
-4.060000E-03,+1.490324230E+00,-49.424685E-03,-426.255028E-03,-14.089959E-03
-4.057500E-03,+1.492241942E+00,-19.438633E-03,+418.410242E-03,-14.900628E-03
-4.055000E-03,+1.506276112E+00,-66.945605E-03,-145.571625E-03,-14.938982E-03
-4.052500E-03,+1.552954981E+00,-66.945605E-03,-515.167161E-03,-12.578452E-03
-4.050000E-03,+1.539748915E+00,+3.573919E-03,-215.306632E-03,-15.995468E-03
-4.047500E-03,+1.506276112E+00,-33.559971E-03,-251.045823E-03,-12.050210E-03
-4.045000E-03,+1.507975903E+00,-63.546023E-03,-217.050007E-03,-13.525105E-03
-4.042500E-03,+1.472803310E+00,-40.359134E-03,-251.045823E-03,-16.066946E-03
-4.040000E-03,+1.568035176E+00,+0.0E+00,-251.045823E-03,-17.500001E-03
-4.037500E-03,+1.492416280E+00,-19.612970E-03,-251.045823E-03,-13.321130E-03
-4.035000E-03,+1.531075623E+00,-17.346583E-03,-747.036059E-03,-17.058927E-03
-4.032500E-03,+1.472803310E+00,+0.0E+00,+292.015542E-03,-13.136332E-03
-4.030000E-03,+1.539748915E+00,+0.0E+00,-251.045823E-03,-12.536611E-03
-4.027500E-03,+1.539748915E+00,-66.945605E-03,-863.842195E-03,-11.936890E-03
-4.025000E-03,+1.521922904E+00,-31.293584E-03,-251.045823E-03,-14.014993E-03
-4.022500E-03,+1.506276112E+00,+0.0E+00,-251.045823E-03,-13.519875E-03
-4.020000E-03,+1.491936852E+00,+0.0E+00,-251.045823E-03,-12.240237E-03
-4.017500E-03,+1.539748915E+00,+0.0E+00,-251.045823E-03,-8.199094E-03
-4.015000E-03,+1.528896404E+00,+0.0E+00,-251.045823E-03,-12.520921E-03
-4.012500E-03,+1.513903378E+00,+66.945605E-03,+265.864914E-03,-11.440028E-03
-4.010000E-03,+1.480169069E+00,-14.731520E-03,-251.045823E-03,-15.022664E-03
-4.007500E-03,+1.495031342E+00,+0.0E+00,-28.765489E-03,-16.511507E-03
-4.005000E-03,+1.510155122E+00,+0.0E+00,-173.465628E-03,-13.699443E-03
-4.002500E-03,+1.506276112E+00,+0.0E+00,+126.394901E-03,-10.540447E-03
-4.000000E-03,+1.539356655E+00,-65.376567E-03,-258.891011E-03,-9.403766E-03
-3.997500E-03,+1.506276112E+00,-36.175034E-03,+56.659894E-03,-11.434798E-03
-3.995000E-03,+1.503181621E+00,+0.0E+00,+418.410242E-03,-14.480475E-03
-3.992500E-03,+1.494377577E+00,+0.0E+00,-13.075112E-03,-14.252092E-03
-3.990000E-03,+1.485965792E+00,+0.0E+00,-119.420998E-03,-17.405858E-03
-3.987500E-03,+1.497864327E+00,+33.298465E-03,-584.030480E-03,-13.396095E-03
-3.985000E-03,+1.529680923E+00,+0.0E+00,+217.050410E-03,-12.583682E-03
-3.982500E-03,+1.477728344E+00,-66.945605E-03,+319.909544E-03,-13.389122E-03
-3.980000E-03,+1.559666975E+00,+27.109483E-03,-251.045823E-03,-11.508020E-03
-3.977500E-03,+1.538310630E+00,-64.069036E-03,+447.175932E-03,-6.982218E-03
-3.975000E-03,+1.523317604E+00,+0.0E+00,+418.410242E-03,-12.780684E-03
-3.972500E-03,+1.510373044E+00,-66.945605E-03,-251.045823E-03,-13.225244E-03
-3.970000E-03,+1.506276112E+00,-66.945605E-03,+418.410242E-03,-14.210251E-03
-3.967500E-03,+1.511811328E+00,-11.070432E-03,+307.705919E-03,-12.493027E-03
-3.965000E-03,+1.515733922E+00,+0.0E+00,-440.202029E-03,-9.750698E-03
-3.962500E-03,+1.472803310E+00,-18.043933E-03,-70.606493E-03,-11.433055E-03
-3.960000E-03,+1.533777855E+00,-55.003485E-03,-131.624624E-03,-12.289052E-03
-3.957500E-03,+1.527240198E+00,-66.945605E-03,-251.045823E-03,-13.389122E-03
-3.955000E-03,+1.508760422E+00,-57.008367E-03,-300.732016E-03,-13.289749E-03
-3.952500E-03,+1.539748915E+00,+34.954671E-03,-251.045823E-03,-13.389122E-03
-3.950000E-03,+1.473805750E+00,+0.0E+00,-210.948195E-03,-12.090307E-03
-3.947500E-03,+1.539748915E+00,-66.945605E-03,-141.213188E-03,-12.609833E-03
-3.945000E-03,+1.535259724E+00,+0.0E+00,-830.718067E-03,-13.568689E-03
-3.942500E-03,+1.529245079E+00,+0.0E+00,-40.969115E-03,-18.403069E-03
-3.940000E-03,+1.531772973E+00,-15.951882E-03,-251.045823E-03,-10.711297E-03
-3.937500E-03,+1.472803310E+00,+0.0E+00,-251.045823E-03,-13.108438E-03
-3.935000E-03,+1.484266001E+00,-22.925383E-03,-480.299658E-03,-15.149931E-03
-3.932500E-03,+1.543279249E+00,+0.0E+00,-251.045823E-03,-13.671549E-03
-3.930000E-03,+1.521225554E+00,+37.046722E-03,+119.421400E-03,-13.675035E-03
-3.927500E-03,+1.506319696E+00,-66.945605E-03,-251.045823E-03,-17.405858E-03
-3.925000E-03,+1.491239502E+00,+0.0E+00,-251.045823E-03,-15.329498E-03
-3.922500E-03,+1.476246475E+00,+0.0E+00,+349.546923E-03,-16.066946E-03
-3.920000E-03,+1.539748915E+00,+0.0E+00,+187.413032E-03,-11.126221E-03
-3.917500E-03,+1.532818998E+00,-53.085773E-03,-112.447497E-03,-13.896444E-03
-3.915000E-03,+1.531685805E+00,-16.126220E-03,-89.783620E-03,-13.389122E-03
-3.912500E-03,+1.529332248E+00,+0.0E+00,+418.410242E-03,-16.572525E-03
-3.910000E-03,+1.510852472E+00,+0.0E+00,-159.518627E-03,-14.544980E-03
-3.907500E-03,+1.545414884E+00,-11.331938E-03,+140.341902E-03,-16.293585E-03
-3.905000E-03,+1.473892919E+00,-2.179219E-03,+418.410242E-03,-13.389122E-03
-3.902500E-03,+1.523666279E+00,-32.165271E-03,-251.045823E-03,-13.336820E-03
-3.900000E-03,+1.506276112E+00,+0.0E+00,-298.988640E-03,-9.755928E-03
-3.897500E-03,+1.506276112E+00,+0.0E+00,+871.889E-06,-11.042539E-03
-3.895000E-03,+1.478687201E+00,+0.0E+00,-368.723647E-03,-13.153766E-03
-3.892500E-03,+1.515385247E+00,-48.727335E-03,-738.319183E-03,-17.405858E-03
-3.890000E-03,+1.472803310E+00,+0.0E+00,-251.045823E-03,-10.336472E-03
-3.887500E-03,+1.506276112E+00,-55.700835E-03,-251.045823E-03,-13.389122E-03
-3.885000E-03,+1.539748915E+00,+0.0E+00,+161.262404E-03,-13.699443E-03
-3.882500E-03,+1.508411747E+00,+0.0E+00,-251.045823E-03,-12.050210E-03
-3.880000E-03,+1.505491593E+00,-66.945605E-03,-266.736200E-03,-11.987448E-03
-3.877500E-03,+1.506276112E+00,+2.702231E-03,+391.387927E-03,-14.673989E-03
-3.875000E-03,+1.539748915E+00,-39.661784E-03,-251.045823E-03,-14.728034E-03
-3.872500E-03,+1.534911049E+00,-66.945605E-03,+321.652920E-03,-10.904812E-03
-3.870000E-03,+1.496120952E+00,-46.635285E-03,+215.307034E-03,-10.997211E-03
-3.867500E-03,+1.481127926E+00,-50.296373E-03,+251.917913E-03,-11.044282E-03
-3.865000E-03,+1.533080505E+00,+0.0E+00,-117.677623E-03,-13.655858E-03
-3.862500E-03,+1.494464746E+00,-43.322872E-03,-251.045823E-03,-9.923292E-03
-3.860000E-03,+1.506276112E+00,-6.363319E-03,+354.777048E-03,-9.626918E-03
-3.857500E-03,+1.506276112E+00,+0.0E+00,+54.916519E-03,-12.892260E-03
-3.855000E-03,+1.505971021E+00,+66.945605E-03,-251.045823E-03,-13.376918E-03
-3.852500E-03,+1.506276112E+00,+37.569734E-03,-251.045823E-03,-9.372385E-03
-3.850000E-03,+1.535957074E+00,+0.0E+00,-251.045823E-03,-10.559624E-03
-3.847500E-03,+1.528678482E+00,+0.0E+00,-251.045823E-03,-13.831939E-03
-3.845000E-03,+1.532470323E+00,+0.0E+00,+127.266589E-03,-14.145747E-03
-3.842500E-03,+1.532034480E+00,+0.0E+00,+264.121539E-03,-13.389122E-03
-3.840000E-03,+1.528983573E+00,+0.0E+00,-251.045823E-03,-16.497560E-03
-3.837500E-03,+1.539748915E+00,+0.0E+00,-166.492127E-03,-13.727337E-03
-3.835000E-03,+1.539748915E+00,+0.0E+00,+133.368402E-03,-13.587867E-03
-3.832500E-03,+1.539007980E+00,+0.0E+00,-236.227134E-03,-14.728034E-03
-3.830000E-03,+1.506276112E+00,-35.477684E-03,+418.410242E-03,-17.955021E-03
-3.827500E-03,+1.506276112E+00,+55.962342E-03,-196.129505E-03,-13.169456E-03
-3.825000E-03,+1.548727296E+00,+0.0E+00,-6.101612E-03,-16.556835E-03
-3.822500E-03,+1.472803310E+00,+0.0E+00,+169.107593E-03,-11.708508E-03
-3.820000E-03,+1.472803310E+00,+17.520920E-03,+243.201037E-03,-11.412134E-03
-3.817500E-03,+1.506276112E+00,-28.068340E-03,+224.023911E-03,-12.222804E-03
-3.815000E-03,+1.506276112E+00,-10.547420E-03,-40.097427E-03,-12.472106E-03
-3.812500E-03,+1.472803310E+00,-26.412133E-03,+13.075515E-03,-14.728034E-03
-3.810000E-03,+1.506276112E+00,-63.371686E-03,+382.671050E-03,-15.852511E-03
-3.807500E-03,+1.506276112E+00,-66.945605E-03,-252.789199E-03,-12.050210E-03
-3.805000E-03,+1.538049124E+00,+0.0E+00,-251.045823E-03,-14.524059E-03
-3.802500E-03,+1.519569347E+00,+0.0E+00,+14.818890E-03,-13.132846E-03
-3.800000E-03,+1.534562374E+00,+10.373082E-03,-251.045823E-03,-16.481869E-03
-3.797500E-03,+1.506276112E+00,+0.0E+00,-54.916116E-03,-15.282427E-03
-3.795000E-03,+1.539748915E+00,+0.0E+00,+244.944413E-03,-13.687239E-03
-3.792500E-03,+1.539748915E+00,+12.639470E-03,+292.015542E-03,-9.952929E-03
-3.790000E-03,+1.561061676E+00,-24.320083E-03,-251.045823E-03,-12.902720E-03
-3.787500E-03,+1.534082945E+00,+0.0E+00,-863.842195E-03,-12.822525E-03
-3.785000E-03,+1.524102123E+00,+0.0E+00,-251.045823E-03,-13.301953E-03
-3.782500E-03,+1.472803310E+00,+0.0E+00,+392.259615E-03,-13.389122E-03
-3.780000E-03,+1.491936852E+00,-28.678521E-03,+418.410242E-03,-13.772664E-03
-3.777500E-03,+1.481084341E+00,-58.664573E-03,-251.045823E-03,-11.042539E-03
-3.775000E-03,+1.527981132E+00,+0.0E+00,+201.360033E-03,-13.823222E-03
-3.772500E-03,+1.550339918E+00,+36.436540E-03,-251.045823E-03,-9.253836E-03
-3.770000E-03,+1.498910352E+00,-14.731520E-03,+271.095040E-03,-13.683752E-03
-3.767500E-03,+1.506276112E+00,+0.0E+00,-251.045823E-03,-12.500000E-03
-3.765000E-03,+1.510155122E+00,+0.0E+00,-251.045823E-03,-10.866458E-03
-3.762500E-03,+1.506276112E+00,+0.0E+00,-251.045823E-03,-13.389122E-03
-3.760000E-03,+1.539356655E+00,+0.0E+00,-251.045823E-03,-9.435147E-03
-3.757500E-03,+1.506276112E+00,+0.0E+00,+56.659894E-03,-8.249652E-03
-3.755000E-03,+1.536654424E+00,+6.188982E-03,+356.520423E-03,-13.141562E-03
-3.752500E-03,+1.530073183E+00,+0.0E+00,-13.075112E-03,-12.139122E-03
-3.750000E-03,+1.546330156E+00,+0.0E+00,-251.045823E-03,-12.862622E-03
-3.747500E-03,+1.514687897E+00,-33.298465E-03,-251.045823E-03,-12.043236E-03
-3.745000E-03,+1.492939292E+00,+0.0E+00,-49.685991E-03,-8.969666E-03
-3.742500E-03,+1.511201147E+00,-9.850070E-03,-723.500493E-03,-12.798118E-03
-3.740000E-03,+1.519830854E+00,+0.0E+00,+147.315403E-03,-9.914575E-03
-3.737500E-03,+1.538310630E+00,+0.0E+00,-251.045823E-03,-10.941423E-03
-3.735000E-03,+1.506886293E+00,-32.862621E-03,+89.784022E-03,-9.347978E-03
-3.732500E-03,+1.508324578E+00,+0.0E+00,+377.440925E-03,-10.875175E-03
-3.730000E-03,+1.526804354E+00,+0.0E+00,-251.045823E-03,-12.264645E-03
-3.727500E-03,+1.534213699E+00,+0.0E+00,-140.341500E-03,-13.389122E-03
-3.725000E-03,+1.573221717E+00,-18.915620E-03,-251.045823E-03,-12.806834E-03
-3.722500E-03,+1.521704982E+00,+0.0E+00,+726.987647E-03,-12.306486E-03
-3.720000E-03,+1.500305052E+00,+0.0E+00,-251.045823E-03,-12.289052E-03
-3.717500E-03,+1.493767396E+00,-41.928172E-03,-670.327551E-03,-13.389122E-03
-3.715000E-03,+1.508760422E+00,-4.968619E-03,-821.129503E-03,-13.587867E-03
-3.712500E-03,+1.522271579E+00,+0.0E+00,-221.408445E-03,-11.291841E-03
-3.710000E-03,+1.505273671E+00,-2.004881E-03,+418.410242E-03,-13.349024E-03
-3.707500E-03,+1.525758329E+00,-38.964434E-03,+138.598527E-03,-11.051256E-03
-3.705000E-03,+1.506276112E+00,+0.0E+00,-251.045823E-03,-12.050210E-03
-3.702500E-03,+1.506276112E+00,-45.937935E-03,-40.969115E-03,-14.649582E-03
-3.700000E-03,+1.506276112E+00,+0.0E+00,-251.045823E-03,-12.369247E-03
-3.697500E-03,+1.513293197E+00,+0.0E+00,-251.045823E-03,-17.060670E-03
-3.695000E-03,+1.539748915E+00,-44.020222E-03,-461.994219E-03,-13.352511E-03
-3.692500E-03,+1.509806447E+00,+0.0E+00,-251.045823E-03,-10.711297E-03
-3.690000E-03,+1.502702193E+00,+0.0E+00,+489.888624E-03,-14.728034E-03
-3.687500E-03,+1.539705330E+00,-66.858436E-03,-251.045823E-03,-17.397141E-03
-3.685000E-03,+1.551385944E+00,-30.073221E-03,-251.045823E-03,-16.804394E-03
-3.682500E-03,+1.539748915E+00,+60.059273E-03,-782.775250E-03,-14.865761E-03
-3.680000E-03,+1.539748915E+00,+0.0E+00,-251.045823E-03,-12.927127E-03
-3.677500E-03,+1.506276112E+00,+0.0E+00,-112.447497E-03,-15.282427E-03
-3.675000E-03,+1.539748915E+00,+0.0E+00,-251.045823E-03,-11.727685E-03
-3.672500E-03,+1.529332248E+00,+0.0E+00,-42.712491E-03,-14.728034E-03
-3.670000E-03,+1.501699752E+00,-66.945605E-03,-251.045823E-03,-13.755231E-03
-3.667500E-03,+1.506276112E+00,+0.0E+00,+140.341902E-03,-17.405858E-03
-3.665000E-03,+1.473892919E+00,+0.0E+00,-876.917508E-03,-8.077057E-03
-3.662500E-03,+1.507583643E+00,+0.0E+00,-251.045823E-03,-13.546026E-03
-3.660000E-03,+1.506276112E+00,+0.0E+00,-203.103006E-03,-9.372385E-03
-3.657500E-03,+1.552344800E+00,-41.753834E-03,+166.492529E-03,-12.554045E-03
-3.655000E-03,+1.533865023E+00,-11.767782E-03,-251.045823E-03,-12.756277E-03
-3.652500E-03,+1.472803310E+00,+0.0E+00,+236.227536E-03,-14.363668E-03
-3.650000E-03,+1.472803310E+00,+0.0E+00,+230.997411E-03,-10.336472E-03
-3.647500E-03,+1.534126530E+00,+0.0E+00,+418.410242E-03,-11.610879E-03
-3.645000E-03,+1.526891523E+00,+0.0E+00,+573.570632E-03,-9.682706E-03
-3.642500E-03,+1.506276112E+00,+0.0E+00,-251.045823E-03,-13.303696E-03
-3.640000E-03,+1.488362933E+00,-32.688284E-03,+75.837021E-03,-11.333682E-03
-3.637500E-03,+1.538397799E+00,-2.702231E-03,-224.023508E-03,-15.958857E-03
-3.635000E-03,+1.466614328E+00,-12.377963E-03,+21.792391E-03,-10.216179E-03
